NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/18/18,,,,,0,",,7,0800",0,",,7,",25,",,7,",8.9,",,7",-3.9,",,7",-3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/19/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-3.9,",,7",5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/20/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",3.9,",,7",6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/21/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-3.9,",,7",-3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/22/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.1,",,7",-3.3,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/23/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",-0.6,",,7",-4.4,",,7",-3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/24/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-3.9,",,7",0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/25/18,,,,,27.9,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-1.1,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/26/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.7,",,7",-0.6,",,7",8.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/27/18,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",1.7,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,11/30/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",,,,,-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/1/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",4.4,",,7",-3.9,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/2/18,,,,,4.6,",,7,0800",0,",,7,",0,",,7,",3.9,",,7",1.1,",,7",3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/3/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",15,",,7",2.2,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/4/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",13.3,",,7",1.1,",,7",2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/5/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",5,",,7",-2.2,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/6/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-1.7,",,7",0,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/7/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",5,",,7",-2.2,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/8/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",4.4,",,7",-9.4,",,7",-8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/9/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",1.7,",,7",-8.9,",,7",-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/10/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",-2.2,",,7",-10.6,",,7",-10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/11/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",3.3,",,7",-11.1,",,7",-11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/12/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.2,",,7",-11.7,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/13/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",5.6,",,7",-3.9,",,7",-3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/14/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-4.4,",,7",,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/15/18,,,,,13.2,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",,,3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/16/18,,,,,49,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",3.9,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/17/18,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",0,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/18/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",1.1,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/19/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",-7.8,",,7",-7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/20/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-7.8,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/21/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.1,",,7",,,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/22/18,,,,,8.4,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",,,6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/23/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.8,",,7",-4.4,",,7",-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/24/18,,,,,2.8,",,7,0800",0,",,7,",0,",,7,",7.8,",,7",-5,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/25/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",-6.1,",,7",-2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/26/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-7.8,",,7",-7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/27/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-7.2,",,7",-6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/28/18,,,,,11.4,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-7.2,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/29/18,,,,,8.1,",,7,0800",0,",,7,",0,",,7,",11.1,",,7",3.9,",,7",10,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/30/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",-2.8,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,12/31/18,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-3.3,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/1/19,,,,,9.1,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",-1.7,",,7",16.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/2/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",2.8,",,7",8.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/3/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",2.8,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/4/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-3.9,",,7",-2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/5/19,,,,,9.4,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",-2.8,",,7",4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/6/19,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-2.2,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/7/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-4.4,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/8/19,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",3.9,",,7",,,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/9/19,,,,,3.3,",,7,0800",0,",,7,",0,",,7,",15.6,",,7",2.2,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/10/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",-3.9,",,7",-3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/11/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",0,",,7",-5,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/12/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",1.7,",,7",-6.1,",,7",-5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/13/19,,,,,10.9,",,7,0800",114,",,7,",127,",,7,",0,",,7",-5.6,",,7",-3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/14/19,,,,,9.4,",,7,0800",64,",,7,",178,",,7,",0,",,7",-5.6,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/15/19,,,,,0,",,7,0800",0,",,7,",127,",,7,",1.7,",,7",-15,",,7",-15,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/16/19,,,,,0,",,7,0800",0,",,7,",102,",,7,",2.8,",,7",-15.6,",,7",-11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/17/19,,,,,0,",,7,0800",0,",,7,",76,",,7,",3.9,",,7",-11.1,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/18/19,,,,,2.8,",,7,0800",25,",,7,",102,",,7,",1.7,",,7",-2.8,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/19/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-1.7,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/20/19,,,,,27.9,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-2.2,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/21/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.8,",,7",-13.3,",,7",-13.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/22/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",-7.2,",,7",-15.6,",,7",-15,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/23/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",0,",,7",-15.6,",,7",0,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/24/19,,,,,1,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",-0.6,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/25/19,,,,,10.2,",,7,0800",0,",,7,",0,",,7,",,,-2.2,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/26/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-10.6,",,7",-10,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/27/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",3.9,",,7",,,-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/28/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.2,",,7",-6.7,",,7",-6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/29/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-7.2,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/30/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.2,",,7",-17.8,",,7",-17.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/31/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",-2.2,",,7",-20,",,7",-20,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/1/19,,,,,0.8,",,7,0800",0,",,7,",0,",,7,",-5,",,7",-20,",,7",-10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/2/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",-7.2,",,7",-16.1,",,7",-15.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/3/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.1,",,7",-16.1,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/4/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",15,",,7",-6.1,",,7",-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/5/19,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",16.7,",,7",-4.4,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/6/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",20.6,",,7",0,",,7",0,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/7/19,,,,,3.3,",,7,0800",0,",,7,",0,",,7,",14.4,",,7",0,",,7",5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/8/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",5.6,",,7",8.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/9/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-5.6,",,7",-5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/10/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",1.1,",,7",-11.1,",,7",-11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/11/19,,,,,1.8,",,7,0800",0,",,7,",0,",,7,",1.7,",,7",-11.1,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/12/19,,,,,18,",,7,0800",0,",,7,",0,",,7,",0,",,7",-1.7,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/13/19,,,,,13.5,",,7,0800",0,",,7,",0,",,7,",1.7,",,7",-0.6,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/14/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.1,",,7",-4.4,",,7",-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/15/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.2,",,7",-5,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/16/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",17.2,",,7",0.6,",,7",0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/17/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.2,",,7",-7.8,",,7",-7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/18/19,,,,,4.6,",,7,0800",0,",,7,",0,",,7,",3.3,",,7",-7.8,",,7",0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/19/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-5,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/20/19,,,,,5.6,",,7,0800",53,",,7,",51,",,7,",3.9,",,7",-6.1,",,7",-3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/21/19,,,,,19.1,",,7,0800",74,",,7,",76,",,7,",-0.6,",,7",-3.3,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/22/19,,,,,0,",,7,0800",0,",,7,",25,",,7,",12.2,",,7",-1.1,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/23/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",,,0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/24/19,,,,,16,",,7,0800",0,",,7,",0,",,7,",2.8,",,7",0.6,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/25/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",1.1,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/26/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-5.6,",,7",-5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/27/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",-6.1,",,7",-6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/28/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.2,",,7",-6.7,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/1/19,,,,,4.6,",,7,0800",51,",,7,",51,",,7,",7.2,",,7",-2.8,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/2/19,,,,,11.9,",,7,0800",0,",,7,",0,",,7,",0.6,",,7",-2.2,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/3/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",7.8,",,7",-0.6,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/4/19,,,,,10.9,",,7,0800",25,",,7,",25,",,7,",1.7,",,7",-1.1,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/5/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",3.3,",,7",-7.2,",,7",-6.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/6/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",4.4,",,7",-8.9,",,7",-8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/7/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",-1.7,",,7",-11.1,",,7",,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/8/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",5,",,7",-5.6,",,7",,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/9/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",0.6,",,7",-2.2,",,7",,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/10/19,,,,,11.7,",,7,0800",0,",,7,",0,",,7,",9.4,",,7",,,1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/11/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",1.1,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/12/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",1.1,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/13/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-6.7,",,7",-6.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/14/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",15,",,7",-6.7,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/15/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",24.4,",,7",1.7,",,7",18.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/16/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",24.4,",,7",3.9,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/17/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-2.8,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/18/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.1,",,7",-3.9,",,7",2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/19/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",9.4,",,7",-7.2,",,7",-6.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/20/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",-7.2,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/21/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-5,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/22/19,,,,,49.5,",,7,0800",0,",,7,",0,",,7,",6.1,",,7",2.2,",,7",5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/23/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.1,",,7",-0.6,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/24/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.1,",,7",-4.4,",,7",,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/25/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.3,",,7",-2.8,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/26/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.8,",,7",-1.1,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/27/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",-7.2,",,7",-7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/28/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",-7.8,",,7",-2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/29/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",17.8,",,7",-3.9,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/30/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",4.4,",,7",5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/31/19,,,,,0.5,",,7,0800",0,",,7,",0,",,7,",24.4,",,7",5.6,",,7",16.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/1/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",-2.2,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/2/19,,,,,0,",,7,0800",0,",,7,",0,",,7,",9.4,",,7",-4.4,",,7",-2.8,",,7,0800",,,
